,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score
10159,Stronghold,PC,2001,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,81.0,89.0,0.006680026720106881,77.46,92.86,56.7755600089067
10162,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,71.0,77.0,0.007256894049346881,68.12,78.87,48.99908563134979
10164,Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,77.0,89.0,0.004310344827586207,72.06,94.38,55.4814367816092
10165,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.11,88.0,84.0,0.013908205841446454,91.55,85.19,58.91796940194715
10168,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,58.0,41.0,0.004587155963302753,45.07,41.86,28.978195718654433
10169,XXX,GBA,2002,Action,Activision,0.08,0.03,0.0,0.0,0.11,50.0,50.0,0.0061957868649318475,39.74,42.31,27.35206526228831
10172,Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,52.0,0.004587155963302753,2.82,54.65,19.158195718654433
10173,Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,63.0,80.0,0.004807692307692309,51.47,80.0,43.8249358974359
10176,Project: Snowblind,XB,2005,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,70.0,0.004310344827586207,75.0,73.03,49.34477011494253
10177,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56.0,50.0,0.003052503052503052,49.37,48.81,32.72768416768417
10178,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,62.0,74.0,0.006793478260869565,54.67,81.58,45.41893115942029
10181,Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,55.0,61.0,0.004407227853680036,46.15,63.22,36.45813574261789
10182,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,0.08,0.02,0.0,0.0,0.11,76.0,83.0,0.013908205841446454,74.65,83.95,52.87130273528049
10188,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,62.0,80.0,0.001211827435773146,52.11,83.54,45.21707060914526
10190,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,70.0,0.00281610813855252,62.67,73.17,45.28093870271285
10192,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,89.0,0.013908205841446454,61.97,91.36,51.11463606861381
10197,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,52.0,0.001211827435773146,36.62,48.1,28.240403942478594
10198,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,86.0,0.013908205841446454,67.61,87.65,51.75796940194715
10199,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,85.0,0.011682242990654205,68.83,89.74,52.860560747663556
10214,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,35.0,0.006793478260869565,38.67,30.26,22.978931159420288
10216,Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,53.0,0.0061957868649318475,52.56,46.15,32.90539859562164
10217,Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,86.0,0.007936507936507938,70.42,93.51,54.64597883597884
10229,Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,80.0,0.004807692307692309,52.94,80.0,44.314935897435895
10232,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,67.0,0.003052503052503052,40.51,69.05,36.521017501017496
10234,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,71.0,0.003052503052503052,41.77,73.81,38.527684167684164
10236,Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,63.0,0.003052503052503052,62.03,64.29,42.10768416768417
10240,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65.0,88.0,0.013908205841446454,59.15,90.12,49.76130273528048
10241,Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,47.0,0.006793478260869565,42.67,46.05,29.57559782608696
10245,Machinarium,PC,2009,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85.0,88.0,0.003052503052503052,86.08,94.05,60.04435083435084
10246,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,63.0,0.001211827435773146,45.07,62.03,35.700403942478594
10247,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,81.0,0.00281610813855252,64.0,86.59,50.19760536937952
10250,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,35.0,0.006793478260869565,36.0,30.26,22.088931159420287
10252,Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,78.0,0.004310344827586207,60.29,82.02,47.43810344827586
10255,Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,82.0,0.013192612137203167,74.19,91.18,55.127730870712405
10262,Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,74.0,0.004310344827586207,44.12,77.53,40.5514367816092
10263,Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,5.0,0.004310344827586207,16.18,0.0,5.394770114942529
10264,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,91.0,0.013908205841446454,77.46,93.83,57.10130273528048
10265,Real World Golf,PS2,2005,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,63.0,0.004310344827586207,66.18,65.17,43.784770114942525
10267,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,88.0,0.004807692307692309,60.29,90.67,50.32160256410256
10270,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,75.0,0.006793478260869565,82.67,82.89,55.18893115942029
10272,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,73.0,0.00281610813855252,29.33,76.83,35.387605369379514
10273,The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,47.0,0.004807692307692309,17.65,36.0,17.8849358974359
10274,BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,78.0,0.0061957868649318475,50.0,78.21,42.73873192895497
10278,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,64.0,0.004310344827586207,55.88,66.29,40.72477011494254
10280,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,38.0,0.001211827435773146,18.31,30.38,16.230403942478592
10290,RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,79.0,0.013192612137203167,77.42,86.76,54.73106420404574
10293,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,57.0,0.00281610813855252,28.0,57.32,28.440938702712852
10298,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,56.0,0.011682242990654205,53.25,52.56,35.27389408099688
10301,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,83.0,0.006793478260869565,74.67,93.42,56.032264492753626
10306,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,35.0,0.003052503052503052,39.24,30.95,23.397684167684165
10316,[Prototype 2],PC,2012,Action,Activision,0.07,0.03,0.0,0.01,0.11,76.0,64.0,0.007256894049346881,75.36,60.56,45.30908563134978
10317,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,72.0,0.011682242990654205,55.84,73.08,42.97722741433022
10320,Cabela's North American Adventures,X360,2010,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,90.0,0.004587155963302753,35.21,98.84,44.684862385321104
10321,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,56.0,0.004310344827586207,22.06,57.3,26.45477011494253
10325,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,70.0,0.004310344827586207,69.12,73.03,47.38477011494253
10327,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,80.0,0.011682242990654205,64.94,83.33,49.42722741433022
10332,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,61.0,0.006793478260869565,57.33,64.47,40.60226449275362
10334,Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,91.0,0.004310344827586207,72.06,96.63,56.2314367816092
10335,NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,46.0,0.007936507936507938,57.75,41.56,33.10597883597884
10336,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,48.0,0.003052503052503052,45.57,46.43,30.66768416768417
10338,DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,77.0,65.0,0.003052503052503052,75.95,66.67,47.54101750101751
10340,Shrek: Forever After,X360,2010,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,62.0,0.004587155963302753,50.7,66.28,38.994862385321106
10343,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,73.0,0.003052503052503052,82.28,76.19,52.82435083435083
10344,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,62.0,0.011682242990654205,85.71,60.26,48.660560747663546
10346,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,48.0,0.004310344827586207,79.41,48.31,42.57477011494253
10350,ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,74.0,0.0047551117451260115,72.62,78.05,50.22491837058171
10355,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,73.0,0.001211827435773146,66.2,74.68,46.96040394247859
10357,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,59.0,0.0061957868649318475,44.87,53.85,32.90873192895498
10359,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,70.0,0.007936507936507938,59.15,72.73,43.9626455026455
10360,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,28.0,0.003052503052503052,13.92,22.62,12.181017501017502
10366,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,82.0,0.013908205841446454,57.75,82.72,46.82796940194714
10369,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,61.0,0.006680026720106881,53.52,52.86,35.46222667557337
10371,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,47.0,0.004807692307692309,13.24,36.0,16.414935897435896
10374,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,52.0,0.004587155963302753,80.28,54.65,44.97819571865443
10385,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,88.0,0.004407227853680036,78.21,94.25,57.488135742617885
10387,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,51.0,90.0,0.009503695881731784,14.55,87.1,33.88650123196057
10389,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,75.0,0.007936507936507938,56.34,79.22,45.18931216931217
10391,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,78.0,0.007256894049346881,73.91,80.28,51.399085631349784
10393,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11,75.0,49.0,0.006793478260869565,72.0,48.68,40.22893115942029
10395,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,71.0,0.004587155963302753,39.44,76.74,38.72819571865443
10396,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54.0,74.0,0.004310344827586207,38.24,77.53,38.5914367816092
10400,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,65.0,0.007936507936507938,47.89,66.23,38.042645502645506
10401,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,85.0,0.00281610813855252,74.67,91.46,55.377605369379516
10409,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,78.0,0.013908205841446454,54.93,77.78,44.24130273528048
10413,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,78.0,0.0010906446921958315,35.21,81.01,38.74036354823073
10414,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,73.0,0.004128440366972478,69.01,79.07,49.361376146788984
10416,Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59.0,60.0,0.00427960057061341,54.76,60.98,38.58142653352353
10417,Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,66.0,0.003966505068312033,50.0,68.97,39.65798883502277
10422,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,24.0,41.0,0.005576208178438663,6.41,30.77,12.395192069392813
10423,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,78.0,0.0038793103448275866,57.35,82.02,46.45795977011494
10425,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,53.0,0.006114130434782609,34.67,53.95,29.54203804347826
10428,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,73.0,0.012517385257301809,60.56,71.6,44.05750579508577
10430,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82.0,82.0,0.002747252747252747,82.28,86.9,56.39424908424909
10434,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,79.0,0.0010906446921958315,47.89,82.28,43.39036354823073
10439,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,85.0,0.012517385257301809,66.2,86.42,50.87750579508577
10440,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,77.0,0.012517385257301809,66.2,76.54,47.58417246175244
10441,Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,74.0,0.0038793103448275866,61.76,77.53,46.431293103448276
10444,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,51.0,0.004326923076923078,70.59,41.33,37.30810897435897
10447,Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,34.0,0.0071428571428571435,42.25,25.97,22.742380952380955
10450,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,65.0,0.0010906446921958315,76.06,64.56,46.873696881564065
10451,Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68.0,59.0,0.0038793103448275866,58.82,60.67,39.831293103448274
10452,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,83.0,0.0038793103448275866,60.29,87.64,49.31129310344827
10453,Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,73.0,0.010514018691588786,80.52,74.36,51.630171339563866
10454,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,63.0,0.006114130434782609,41.33,67.11,36.148704710144926
10455,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,83.0,0.0025344973246972683,77.33,89.02,55.45084483244157
10457,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,40.0,0.0038793103448275866,38.24,39.33,25.857959770114945
10458,Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,74.0,0.0025344973246972683,64.0,78.05,47.35084483244157
10459,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,44.0,0.00427960057061341,72.62,41.46,38.028093200190206
10461,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,93.0,0.012517385257301809,84.51,96.3,60.274172461752435
10464,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,85.0,0.0038793103448275866,77.94,89.89,55.94462643678161
10465,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,82.0,0.006012024048096193,81.69,82.86,54.852004008016024
10467,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,78.0,0.002747252747252747,55.7,82.14,45.94758241758242
10477,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,74.0,0.0038793103448275866,48.53,77.53,42.02129310344828
10480,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,86.0,0.005576208178438663,75.64,88.46,54.70185873605948
10481,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,93.0,0.012517385257301809,77.46,96.3,57.92417246175243
10482,Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,70.0,0.012517385257301809,69.01,67.9,45.64083912841911
10483,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,6.0,0.003966505068312033,67.95,0.0,22.651322168356103
10484,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,60.0,0.002747252747252747,62.03,60.71,40.914249084249086
10485,G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,90.0,0.005576208178438663,66.67,93.59,53.421858736059484
10488,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,67.0,0.0025344973246972683,54.67,69.51,41.394178165774896
10491,Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,92.0,0.004326923076923078,70.59,96.0,55.53144230769231
10492,Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,65.0,0.0065312046444121925,40.58,61.97,34.185510401548136
10493,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,79.0,0.0025344973246972683,66.67,84.15,50.274178165774906
10498,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,75.0,0.012517385257301809,69.01,74.07,47.69750579508576
10500,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,83.0,0.0025344973246972683,57.33,89.02,48.7841781657749
10504,Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,62.0,0.0038793103448275866,33.82,64.04,32.621293103448274
10509,Rome: Total War,PC,2004,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,91.0,0.004326923076923078,94.12,94.67,62.931442307692315
10511,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,76.0,0.004326923076923078,86.76,74.67,53.81144230769231
10516,Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,53.0,0.010514018691588786,45.45,48.72,31.393504672897194
10518,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,34.0,0.0065312046444121925,69.57,18.31,29.29551040154814
10520,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,56.0,0.002747252747252747,27.85,55.95,27.934249084249085
10522,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,81.0,0.004326923076923078,82.35,81.33,54.56144230769231
10525,FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,80.0,0.0038793103448275866,47.06,84.27,43.77795977011494
10528,The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,57.0,0.01187335092348285,74.19,54.41,42.87062445030782
10532,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,62.0,0.004326923076923078,51.47,56.0,35.82477564102564
10534,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,72.0,0.0025344973246972683,60.0,75.61,45.2041781657749
10538,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,88.0,0.002747252747252747,49.37,94.05,47.80758241758242
10540,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,87.0,0.012517385257301809,80.28,88.89,56.39417246175244
10543,Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,76.0,0.005576208178438663,65.38,75.64,47.00852540272615
10553,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,89.0,0.0010906446921958315,70.42,94.94,55.12036354823073
10554,E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,72.0,0.005576208178438663,48.72,70.51,39.745192069392814
10559,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,84.0,0.012517385257301809,87.32,85.19,57.50750579508576
10561,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,61.0,0.003966505068312033,53.85,63.22,39.02465550168944
10564,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,81.0,0.0010906446921958315,39.44,84.81,41.4170302148974
10565,RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58.0,82.0,0.005576208178438663,50.0,83.33,44.44519206939282
10568,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,63.0,0.00427960057061341,69.05,64.63,44.56142653352354
10569,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,42.0,0.0010906446921958315,38.03,35.44,24.490363548230732
10570,Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,79.0,0.0038793103448275866,50.0,83.15,44.384626436781616
10572,Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,68.0,0.0038793103448275866,44.12,70.79,38.30462643678161
10577,Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,78.0,0.00427960057061341,85.71,82.93,56.214759866856866
10579,The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,76.0,0.002747252747252747,67.09,79.76,48.950915750915755
10585,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,65.0,0.002747252747252747,45.57,66.67,37.414249084249086
10588,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,70.0,0.0025344973246972683,56.0,73.17,43.05751149910824
10590,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,81.0,0.005576208178438663,73.08,82.05,51.711858736059476
10591,Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,75.0,0.003966505068312033,66.67,79.31,48.6613221683561
10592,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,62.0,0.00427960057061341,65.48,63.41,42.964759866856866
10596,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,78.0,0.006012024048096193,70.42,77.14,49.1886706746827
10601,Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,53.0,0.0025344973246972683,24.0,52.44,25.480844832441562
10604,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,63.0,0.004326923076923078,7.35,57.33,21.561442307692307
10605,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,75.0,0.003966505068312033,58.97,79.31,46.09465550168944
